"id","EAP","HPL","MWS"
"id16795",0.3,0.42,0.28
"id16808",0.68,0.26,0.06
"id16809",0.32,0.06,0.62
"id16811",0.58,0.18,0.24
"id16812",0.38,0.42,0.2
"id16813",0.72,0,0.28
"id16819",0.66,0,0.34
"id16820",0.58,0.06,0.36
"id16821",0.34,0.04,0.62
"id16823",0.32,0.38,0.3
"id16825",0.24,0.22,0.54
"id16827",0.42,0.38,0.2
"id16831",0.52,0.32,0.16
"id16833",0.92,0.04,0.04
"id16839",0.54,0.2,0.26
"id16840",0.58,0.34,0.08
"id16848",0.64,0.2,0.16
"id16851",0.56,0.28,0.16
"id16855",0.76,0.18,0.06
"id16860",0.94,0.04,0.02
"id16866",0.54,0.12,0.34
"id16873",0.78,0.08,0.14
"id16876",0.16,0.78,0.06
"id16877",0.58,0.12,0.3
"id16884",0.28,0.46,0.26
"id16890",0.24,0.62,0.14
"id16896",0.42,0,0.58
"id16899",0.8,0.12,0.08
"id16900",0.42,0.52,0.06
"id16902",0.42,0.3,0.28
"id16903",0.44,0.46,0.1
"id16904",0.48,0.24,0.28
"id16908",0.16,0.3,0.54
"id16916",0.44,0.48,0.08
"id16918",0.52,0.32,0.16
"id16919",0.78,0.2,0.02
"id16921",0.46,0.14,0.4
"id16927",0.4,0.2,0.4
"id16928",0.58,0.14,0.28
"id16935",0.52,0.06,0.42
"id16938",0.66,0.12,0.22
"id16939",0.68,0.02,0.3
"id16944",0.56,0.12,0.32
"id16946",0.68,0,0.32
"id16947",0.6,0.26,0.14
"id16952",0.88,0,0.12
"id16954",0.84,0.04,0.12
"id16956",0.08,0.32,0.6
"id16971",0.28,0.4,0.32
"id16973",0.42,0.12,0.46
"id16975",0.26,0.62,0.12
"id16980",0.4,0.44,0.16
"id16986",0.6,0.2,0.2
"id16995",0.44,0.3,0.26
"id16998",0.36,0.06,0.58
"id17000",0.2,0.72,0.08
"id17001",0.36,0.32,0.32
"id17002",0.46,0.06,0.48
"id17003",0.74,0.14,0.12
"id17004",0.38,0.04,0.58
"id17008",0.36,0.24,0.4
"id17009",0.7,0.28,0.02
"id17011",0.28,0.54,0.18
"id17018",0.14,0.22,0.64
"id17023",0.82,0.16,0.02
"id17026",0.72,0,0.28
"id17027",0.66,0.24,0.1
"id17029",0.34,0.64,0.02
"id17034",0.76,0,0.24
"id17035",0.38,0.18,0.44
"id17036",0.24,0.28,0.48
"id17038",0.5,0.48,0.02
"id17042",0.82,0,0.18
"id17045",0.22,0.16,0.62
"id17048",0.82,0.08,0.1
"id17053",0.6,0.26,0.14
"id17054",0.28,0.58,0.14
"id17062",0.56,0.18,0.26
"id17063",0.48,0.46,0.06
"id17065",0.34,0.56,0.1
"id17068",0.74,0.26,0
"id17076",0.82,0.06,0.12
"id17077",0.86,0.04,0.1
"id17078",0.26,0.4,0.34
"id17080",0.28,0.32,0.4
"id17082",0.46,0.32,0.22
"id17088",0.58,0.28,0.14
"id17090",0.74,0.06,0.2
"id17098",0.9,0.02,0.08
"id17100",0.42,0.34,0.24
"id17103",0.98,0.02,0
"id17105",0.5,0.46,0.04
"id17106",0.54,0.24,0.22
"id17112",0.94,0.06,0
"id17113",0.48,0.28,0.24
"id17116",0.26,0.44,0.3
"id17137",0.18,0.64,0.18
"id17139",0.58,0.38,0.04
"id17143",0.28,0.54,0.18
"id17150",0.08,0.34,0.58
"id17152",0.76,0.08,0.16
"id17155",0.34,0.58,0.08
"id17156",0.86,0,0.14
"id17157",0.68,0.06,0.26
"id17163",0.98,0,0.02
"id17166",0.58,0.2,0.22
"id17167",0.6,0.38,0.02
"id17169",0.28,0.7,0.02
"id17173",0.74,0.04,0.22
"id17174",0.56,0.2,0.24
"id17177",0.2,0.36,0.44
"id17179",0.22,0.52,0.26
"id17180",0.16,0.1,0.74
"id17181",1,0,0
"id17184",0.2,0.8,0
"id17199",0.64,0,0.36
"id17204",0.94,0.04,0.02
"id17207",0.12,0.14,0.74
"id17215",0.8,0.18,0.02
"id17220",0.14,0.78,0.08
"id17226",0.26,0.22,0.52
"id17227",0.54,0,0.46
"id17229",0.34,0.54,0.12
"id17230",0.44,0.04,0.52
"id17232",0.72,0.22,0.06
"id17233",0.98,0,0.02
"id17238",0.52,0.42,0.06
"id17240",0.36,0.6,0.04
"id17243",0.2,0.02,0.78
"id17248",0.94,0.04,0.02
"id17256",0.46,0.5,0.04
"id17260",0.5,0.16,0.34
"id17264",0.6,0.22,0.18
"id17268",0.22,0.32,0.46
"id17274",0.26,0.3,0.44
"id17275",0.6,0.14,0.26
"id17278",0.38,0.5,0.12
"id17279",0.82,0.14,0.04
"id17280",0.52,0.14,0.34
"id17285",0.64,0.06,0.3
"id17290",0.56,0.38,0.06
"id17291",0.62,0.08,0.3
"id17293",0.92,0.06,0.02
"id17299",0.58,0.34,0.08
"id17303",0.36,0.56,0.08
"id17306",0.92,0.02,0.06
"id17313",0.34,0.2,0.46
"id17314",0.58,0.26,0.16
"id17320",0.06,0.48,0.46
"id17321",0.72,0.16,0.12
"id17329",0.8,0.02,0.18
"id17331",0.28,0.42,0.3
"id17334",0.8,0.06,0.14
"id17335",0.5,0.26,0.24
"id17341",0.46,0.3,0.24
"id17342",0.7,0.18,0.12
"id17345",0.42,0.48,0.1
"id17348",0.4,0.1,0.5
"id17349",0.2,0.48,0.32
"id17350",0.22,0.52,0.26
"id17357",0.56,0.4,0.04
"id17359",0.46,0.46,0.08
"id17364",0.34,0.22,0.44
"id17365",0.06,0.64,0.3
"id17368",0.14,0.84,0.02
"id17370",0.76,0.24,0
"id17376",0.22,0.06,0.72
"id17381",0.52,0.24,0.24
"id17384",0.78,0.18,0.04
"id17385",0.54,0,0.46
"id17392",0.66,0.32,0.02
"id17393",0.64,0.18,0.18
"id17394",0.62,0.04,0.34
"id17395",0.32,0.22,0.46
"id17396",0.34,0.48,0.18
"id17400",0.5,0.42,0.08
"id17403",0.66,0,0.34
"id17405",0.96,0,0.04
"id17409",0.42,0.28,0.3
"id17419",0.68,0.14,0.18
"id17422",0.88,0.04,0.08
"id17427",0.78,0.02,0.2
"id17433",0.24,0.36,0.4
"id17435",0.72,0,0.28
"id17436",0.26,0.48,0.26
"id17437",0.22,0.62,0.16
"id17443",0.2,0.7,0.1
"id17445",0.2,0.68,0.12
"id17446",0.94,0,0.06
"id17449",0.48,0.08,0.44
"id17451",0.84,0.08,0.08
"id17454",0.24,0.4,0.36
"id17455",0.28,0.58,0.14
"id17456",0.54,0.22,0.24
"id17457",0.82,0.08,0.1
"id17460",0.6,0.18,0.22
"id17465",0.34,0.32,0.34
"id17474",0.8,0.1,0.1
"id17476",0.3,0.42,0.28
"id17478",0.34,0.12,0.54
"id17480",0.26,0.58,0.16
"id17482",0.94,0,0.06
"id17483",0.64,0.02,0.34
"id17484",0.38,0.24,0.38
"id17494",0.1,0.78,0.12
"id17495",0.96,0,0.04
"id17497",0.5,0.48,0.02
"id17498",0.08,0.18,0.74
"id17500",0.4,0.46,0.14
"id17501",0.2,0.74,0.06
"id17503",0.78,0.16,0.06
"id17507",0.34,0.2,0.46
"id17508",0.22,0.06,0.72
"id17527",0.84,0.12,0.04
"id17530",0.34,0.52,0.14
"id17532",0.68,0.08,0.24
"id17533",0.18,0.26,0.56
"id17534",0.42,0.46,0.12
"id17535",0.5,0.14,0.36
"id17541",0.66,0.04,0.3
"id17542",1,0,0
"id17544",0.78,0.08,0.14
"id17545",0.62,0.26,0.12
"id17546",1,0,0
"id17552",0.8,0.16,0.04
"id17555",0.4,0.54,0.06
"id17559",0.94,0.02,0.04
"id17561",0.22,0.64,0.14
"id17565",0.7,0,0.3
"id17567",0.16,0.4,0.44
"id17573",0.38,0.1,0.52
"id17574",0.5,0.26,0.24
"id17581",0.9,0.06,0.04
"id17583",0.94,0.04,0.02
"id17586",0.64,0.32,0.04
"id17588",0.06,0.52,0.42
"id17589",0.46,0.32,0.22
"id17596",0.14,0.68,0.18
"id17597",0.38,0.62,0
"id17598",0.4,0.5,0.1
"id17604",0.32,0.42,0.26
"id17607",0.2,0.5,0.3
"id17610",0.12,0.84,0.04
"id17613",0.6,0.12,0.28
"id17614",0.44,0.08,0.48
"id17617",0.66,0.18,0.16
"id17620",0.74,0.04,0.22
"id17621",0.54,0.28,0.18
"id17623",0.66,0.04,0.3
"id17630",0.84,0.12,0.04
"id17634",0.98,0,0.02
"id17636",0.12,0.28,0.6
"id17637",0.78,0.06,0.16
"id17641",0.2,0.56,0.24
"id17644",1,0,0
"id17653",0.66,0.26,0.08
"id17655",0.26,0.66,0.08
"id17659",1,0,0
"id17665",0.62,0.3,0.08
"id17668",0.54,0.38,0.08
"id17670",0.7,0.18,0.12
"id17673",0.32,0.4,0.28
"id17676",0.28,0.5,0.22
"id17677",0.62,0.34,0.04
"id17678",0.8,0.1,0.1
"id17683",0.58,0.38,0.04
"id17685",0.26,0.24,0.5
"id17688",0.66,0.14,0.2
"id17689",0.38,0.24,0.38
"id17696",0.4,0.4,0.2
"id17700",0.18,0.22,0.6
"id17707",0.3,0.18,0.52
"id17709",0.82,0.04,0.14
"id17714",0.68,0.18,0.14
"id17720",0.64,0.28,0.08
"id17722",0.68,0,0.32
"id17725",0.32,0.48,0.2
"id17728",0.24,0.26,0.5
"id17732",0.54,0.22,0.24
"id17733",0.68,0.28,0.04
"id17734",0.42,0.44,0.14
"id17735",0.28,0.38,0.34
"id17736",0.58,0.18,0.24
"id17737",0.64,0.24,0.12
"id17744",0.22,0.38,0.4
"id17745",0.32,0.32,0.36
"id17749",0.52,0.02,0.46
"id17751",0.5,0.06,0.44
"id17752",0.6,0.2,0.2
"id17755",0.86,0.04,0.1
"id17757",0.38,0.04,0.58
"id17758",0.22,0.76,0.02
"id17760",0.22,0.34,0.44
"id17764",0.7,0.3,0
"id17767",0.7,0.2,0.1
"id17768",0.22,0.08,0.7
"id17774",0.94,0.04,0.02
"id17777",0.16,0.14,0.7
"id17778",0.62,0.36,0.02
"id17780",0.76,0.02,0.22
"id17785",0.12,0.24,0.64
"id17789",0.1,0.64,0.26
"id17792",0.56,0.34,0.1
"id17793",0.34,0.12,0.54
"id17795",0.72,0.14,0.14
"id17796",0.42,0.4,0.18
"id17799",0.44,0.16,0.4
"id17807",0.56,0.3,0.14
"id17808",0.38,0.18,0.44
"id17810",0.36,0.04,0.6
"id17815",0.12,0.78,0.1
"id17817",0.48,0.14,0.38
"id17822",0.44,0.36,0.2
"id17824",0.88,0,0.12
"id17826",0.4,0.24,0.36
"id17836",0.4,0.56,0.04
"id17837",0.86,0.08,0.06
"id17838",0.8,0.02,0.18
"id17839",0.2,0.36,0.44
"id17843",0.28,0.24,0.48
"id17847",0.38,0.54,0.08
"id17850",0.42,0.1,0.48
"id17851",0.78,0.06,0.16
"id17855",0.72,0.08,0.2
"id17858",0.3,0.5,0.2
"id17859",0.48,0.28,0.24
"id17875",0.32,0.22,0.46
"id17883",0.98,0,0.02
"id17892",0.26,0.48,0.26
"id17908",0.32,0,0.68
"id17909",0.16,0.26,0.58
"id17912",0.72,0.04,0.24
"id17916",0.42,0.42,0.16
"id17928",0.4,0.04,0.56
"id17932",1,0,0
"id17947",0.18,0.4,0.42
"id17948",0.34,0.32,0.34
"id17949",0.36,0.56,0.08
"id17950",0.52,0.2,0.28
"id17953",0.76,0.06,0.18
"id17954",0.22,0.2,0.58
"id17960",0.64,0,0.36
"id17962",0.3,0.42,0.28
"id17963",0.88,0.02,0.1
"id17964",0.22,0.22,0.56
"id17965",0.16,0.76,0.08
"id17966",0.66,0.06,0.28
"id17975",0.3,0.38,0.32
"id17977",0.78,0.06,0.16
"id17985",0.4,0.56,0.04
"id17991",0.54,0.04,0.42
"id17995",0.26,0.02,0.72
"id18004",0.82,0,0.18
"id18007",0.24,0.46,0.3
"id18012",0.36,0.3,0.34
"id18013",0.32,0.3,0.38
"id18014",0.18,0.54,0.28
"id18015",0.28,0.42,0.3
"id18017",0.66,0.28,0.06
"id18020",0.48,0.18,0.34
"id18025",0.22,0.38,0.4
"id18026",0.68,0.26,0.06
"id18038",0.12,0.34,0.54
"id18041",1,0,0
"id18043",0.84,0,0.16
"id18048",0.58,0.16,0.26
"id18050",0.2,0.3,0.5
"id18053",0.36,0.18,0.46
"id18058",0.52,0.2,0.28
"id18059",0.56,0.44,0
"id18060",0.42,0.38,0.2
"id18062",0.82,0.14,0.04
"id18064",0.34,0.04,0.62
"id18066",0.52,0.48,0
"id18070",0.86,0.08,0.06
"id18072",0.6,0.12,0.28
"id18074",0.1,0.18,0.72
"id18080",0.64,0.08,0.28
"id18081",0.3,0.38,0.32
"id18083",0.62,0.26,0.12
"id18087",0.96,0.02,0.02
"id18088",0.1,0.4,0.5
"id18095",0.4,0.42,0.18
"id18099",0.62,0.34,0.04
"id18105",0.62,0.18,0.2
"id18107",0.76,0.08,0.16
"id18108",0.54,0.28,0.18
"id18114",0.52,0.4,0.08
"id18119",0.5,0.36,0.14
"id18125",0.66,0.3,0.04
"id18127",0.86,0.06,0.08
"id18129",0.5,0.04,0.46
"id18139",0.92,0.08,0
"id18141",0.22,0.18,0.6
"id18144",0.22,0.08,0.7
"id18145",0.54,0.26,0.2
"id18146",0.46,0.34,0.2
"id18147",0.48,0.34,0.18
"id18155",0.76,0.16,0.08
"id18157",0.44,0,0.56
"id18166",0.52,0.28,0.2
"id18170",0.3,0.62,0.08
"id18173",0.56,0.18,0.26
"id18174",0.12,0.26,0.62
"id18175",0.46,0.16,0.38
"id18178",0.2,0.72,0.08
"id18196",0.34,0.62,0.04
"id18197",0.18,0.22,0.6
"id18205",0.48,0,0.52
"id18207",0.72,0.26,0.02
"id18210",0.3,0.36,0.34
"id18211",0.72,0.28,0
"id18216",0.6,0.38,0.02
"id18217",0.72,0.12,0.16
"id18219",0.84,0.02,0.14
"id18221",0.36,0.32,0.32
"id18222",0.84,0.06,0.1
"id18224",0.24,0.5,0.26
"id18227",0.88,0.08,0.04
"id18232",0.28,0.04,0.68
"id18234",0.22,0.74,0.04
"id18235",1,0,0
"id18245",0.42,0.3,0.28
"id18250",0.76,0.18,0.06
"id18251",0.34,0.6,0.06
"id18252",0.4,0.44,0.16
"id18262",0.38,0.06,0.56
"id18263",0.4,0.24,0.36
"id18275",0.56,0.36,0.08
"id18278",0.5,0.44,0.06
"id18282",0.22,0.08,0.7
"id18288",0.22,0.18,0.6
"id18292",0.22,0.4,0.38
"id18294",0.18,0.64,0.18
"id18298",0.4,0.2,0.4
"id18299",0.32,0.56,0.12
"id18300",0.46,0.1,0.44
"id18305",0.5,0.04,0.46
"id18312",0.4,0.08,0.52
"id18313",0.4,0.42,0.18
"id18314",0.5,0.16,0.34
"id18315",0.92,0,0.08
"id18320",0.96,0.02,0.02
"id18322",0.68,0.14,0.18
"id18324",0.92,0,0.08
"id18328",0.6,0.2,0.2
"id18331",0.22,0.34,0.44
"id18334",0.78,0.04,0.18
"id18337",0.32,0.1,0.58
"id18342",0.76,0.04,0.2
"id18344",0.34,0.5,0.16
"id18345",0.84,0,0.16
"id18347",0.82,0.12,0.06
"id18353",0.84,0.14,0.02
"id18356",0.82,0.12,0.06
"id18357",0.54,0.44,0.02
"id18360",0.62,0,0.38
"id18364",0.84,0.02,0.14
"id18368",0.3,0.12,0.58
"id18369",0.3,0.46,0.24
"id18372",0.8,0.12,0.08
"id18373",0.46,0.26,0.28
"id18374",0.26,0.12,0.62
"id18377",0.24,0.12,0.64
"id18378",0.5,0.4,0.1
"id18388",0.26,0.08,0.66
"id18396",0.5,0.34,0.16
"id18398",0.46,0.16,0.38
"id18400",0.96,0,0.04
"id18404",0.24,0.22,0.54
"id18405",0.84,0.04,0.12
"id18406",0.58,0.34,0.08
"id18417",0.26,0.74,0
"id18427",0.34,0.08,0.58
"id18442",0.42,0.28,0.3
"id18448",0.84,0,0.16
"id18449",0.64,0.22,0.14
"id18451",0.8,0.06,0.14
"id18452",0.44,0.48,0.08
"id18453",0.5,0.1,0.4
"id18454",0.32,0.42,0.26
"id18459",0.3,0.7,0
"id18461",0.38,0.56,0.06
"id18462",0.86,0.06,0.08
"id18463",0.76,0.08,0.16
"id18465",0.16,0.02,0.82
"id18466",0.74,0.26,0
"id18470",0.56,0.12,0.32
"id18472",0.64,0.06,0.3
"id18474",0.74,0.16,0.1
"id18481",0.56,0.4,0.04
"id18486",0.46,0.1,0.44
"id18488",0.32,0.22,0.46
"id18491",0.32,0.08,0.6
"id18494",0.48,0.52,0
"id18495",0.56,0.36,0.08
"id18497",0.36,0.42,0.22
"id18498",0.4,0.02,0.58
"id18501",0.34,0.46,0.2
"id18503",0.14,0.36,0.5
"id18505",0.56,0.4,0.04
"id18506",0.34,0.6,0.06
"id18508",0.4,0.16,0.44
"id18512",0.9,0.04,0.06
"id18514",0.84,0.02,0.14
"id18515",0.6,0.2,0.2
"id18525",0.6,0.22,0.18
"id18527",0.18,0.1,0.72
"id18528",0.64,0.08,0.28
"id18529",0.72,0,0.28
"id18530",0.54,0.22,0.24
"id18532",0.46,0.32,0.22
"id18534",0.48,0.04,0.48
"id18535",0.06,0.7,0.24
"id18538",0.92,0.04,0.04
"id18543",1,0,0
"id18545",0.72,0.06,0.22
"id18546",0.58,0.34,0.08
"id18549",0.36,0.32,0.32
"id18550",0.12,0.14,0.74
"id18552",0.56,0.34,0.1
"id18553",0.4,0.4,0.2
"id18556",0.96,0.04,0
"id18557",0.86,0,0.14
"id18561",0.56,0.26,0.18
"id18562",0.52,0.36,0.12
"id18571",0.4,0.1,0.5
"id18573",0.44,0.12,0.44
"id18588",0.96,0,0.04
"id18589",0.9,0,0.1
"id18590",0.58,0.32,0.1
"id18592",0.26,0.04,0.7
"id18594",0.58,0.04,0.38
"id18602",0.46,0.18,0.36
"id18604",0.2,0.16,0.64
"id18605",0.8,0.18,0.02
"id18608",0.66,0,0.34
"id18615",0.62,0.08,0.3
"id18618",0.28,0.3,0.42
"id18620",0.26,0.62,0.12
"id18625",0.22,0.18,0.6
"id18629",0.44,0.54,0.02
"id18630",0.3,0.34,0.36
"id18634",0.88,0.06,0.06
"id18636",0.44,0,0.56
"id18638",0.58,0.36,0.06
"id18642",0.48,0.34,0.18
"id18650",0.4,0.32,0.28
"id18651",0.82,0,0.18
"id18654",0.36,0.38,0.26
"id18655",0.54,0.32,0.14
"id18661",0.4,0.6,0
"id18662",0.6,0.04,0.36
"id18664",0.6,0.18,0.22
"id18670",0.52,0.42,0.06
"id18672",0.8,0.12,0.08
"id18677",0.78,0.1,0.12
"id18680",0.64,0.18,0.18
"id18681",0.32,0.14,0.54
"id18684",0.78,0.14,0.08
"id18690",0.08,0.74,0.18
"id18694",0.8,0.08,0.12
"id18702",0.6,0.28,0.12
"id18712",0.5,0.28,0.22
"id18716",0.6,0.34,0.06
"id18721",0.7,0.12,0.18
"id18722",0.16,0.78,0.06
"id18728",0.42,0.4,0.18
"id18732",0.22,0.7,0.08
"id18738",0.8,0.04,0.16
"id18744",0.26,0.46,0.28
"id18747",0.7,0.1,0.2
"id18748",0.16,0.28,0.56
"id18749",0.4,0.5,0.1
"id18751",0.8,0.08,0.12
"id18752",0.34,0.2,0.46
"id18761",0.54,0.14,0.32
"id18771",0.62,0.18,0.2
"id18772",0.84,0.1,0.06
"id18773",0.66,0.04,0.3
"id18775",0.44,0.46,0.1
"id18777",0.42,0.04,0.54
"id18782",0.42,0.36,0.22
"id18785",0.48,0.18,0.34
"id18790",0.18,0.7,0.12
"id18793",0.48,0.42,0.1
"id18794",0.28,0.44,0.28
"id18796",0.42,0.46,0.12
"id18802",0.92,0.04,0.04
"id18806",0.36,0.36,0.28
"id18807",0.66,0.12,0.22
"id18810",0.28,0.48,0.24
"id18812",0.52,0.18,0.3
"id18814",0.6,0.24,0.16
"id18828",0.3,0.34,0.36
"id18832",0.24,0.66,0.1
"id18835",0.94,0.06,0
"id18837",0.32,0.54,0.14
"id18839",0.26,0.54,0.2
"id18842",0.42,0.4,0.18
"id18849",0.54,0.18,0.28
"id18862",0.44,0.18,0.38
"id18863",0.46,0.42,0.12
"id18864",0.36,0.2,0.44
"id18867",0.76,0.02,0.22
"id18869",0.7,0.12,0.18
"id18880",0.66,0.2,0.14
"id18882",0.54,0.06,0.4
"id18885",0.7,0.04,0.26
"id18892",0.48,0.3,0.22
"id18897",0.3,0.56,0.14
"id18898",0.22,0.72,0.06
"id18902",0.26,0.36,0.38
"id18906",0.24,0.5,0.26
"id18910",0.62,0.02,0.36
"id18916",0.5,0.28,0.22
"id18917",0.4,0.5,0.1
"id18922",0.56,0.06,0.38
"id18924",0.34,0.46,0.2
"id18927",0.7,0.1,0.2
"id18931",0.16,0.76,0.08
"id18934",0.66,0.24,0.1
"id18939",0.4,0.22,0.38
"id18940",0.22,0.02,0.76
"id18942",0.26,0.06,0.68
"id18946",0.58,0.24,0.18
"id18958",0.76,0.12,0.12
"id18959",0.2,0.5,0.3
"id18961",0.22,0.34,0.44
"id18965",0.26,0.38,0.36
"id18973",0.8,0.06,0.14
"id18976",0.04,0.52,0.44
"id18977",1,0,0
"id18978",0.88,0.04,0.08
"id18982",0.58,0.24,0.18
"id18984",0.32,0.14,0.54
"id18985",0.68,0.12,0.2
"id18987",0.7,0,0.3
"id18995",0.34,0.46,0.2
"id18996",0.66,0.12,0.22
"id19001",0.52,0.2,0.28
"id19004",0.14,0.2,0.66
"id19008",0.14,0.72,0.14
"id19010",0.3,0.58,0.12
"id19012",0.74,0.04,0.22
"id19017",0.42,0.52,0.06
"id19018",0.1,0.76,0.14
"id19019",0.62,0.36,0.02
"id19021",0.82,0.06,0.12
"id19022",0.6,0.08,0.32
"id19023",0.52,0.26,0.22
"id19026",0.8,0.04,0.16
"id19027",0.84,0.04,0.12
"id19028",0.74,0.16,0.1
"id19029",0.24,0.4,0.36
"id19033",0.8,0.02,0.18
"id19034",0.68,0.2,0.12
"id19036",0.1,0.46,0.44
"id19037",0.4,0.48,0.12
"id19044",0.8,0.14,0.06
"id19046",0.74,0.16,0.1
"id19048",0.86,0.14,0
"id19062",0.8,0.12,0.08
"id19068",0.22,0.22,0.56
"id19074",0.2,0.36,0.44
"id19075",0.72,0.1,0.18
"id19077",0.14,0.76,0.1
"id19078",0.16,0.14,0.7
"id19081",0.94,0.04,0.02
"id19082",0.5,0.3,0.2
"id19092",0.14,0.86,0
"id19097",0.78,0.04,0.18
"id19100",0.64,0.34,0.02
"id19105",0.54,0.2,0.26
"id19106",0.78,0.08,0.14
"id19107",0.32,0.26,0.42
"id19108",0.7,0.22,0.08
"id19120",0.98,0,0.02
"id19124",0.18,0.78,0.04
"id19126",0.76,0,0.24
"id19128",0.9,0.04,0.06
"id19129",0.08,0.68,0.24
"id19131",0.38,0.46,0.16
"id19132",0.44,0.56,0
"id19133",0.74,0.2,0.06
"id19140",0.24,0.34,0.42
"id19144",0.48,0.46,0.06
"id19153",0.24,0.02,0.74
"id19154",0.68,0.28,0.04
"id19156",0.2,0.34,0.46
"id19158",0.4,0.5,0.1
"id19160",0.68,0.2,0.12
"id19162",0.32,0.62,0.06
"id19166",0.46,0.26,0.28
"id19170",0.62,0.26,0.12
"id19176",0.78,0.16,0.06
"id19184",0.7,0.2,0.1
"id19190",0.76,0.22,0.02
"id19195",0.8,0.14,0.06
"id19196",0.68,0.28,0.04
"id19197",0.32,0.24,0.44
"id19201",0.84,0.08,0.08
"id19204",0.76,0.04,0.2
"id19205",0.72,0.08,0.2
"id19214",0.6,0.1,0.3
"id19215",0.9,0.06,0.04
"id19219",0.9,0.06,0.04
"id19223",0.6,0.2,0.2
"id19224",0.22,0.36,0.42
"id19229",0.78,0.18,0.04
"id19230",0.4,0.5,0.1
"id19235",0.42,0.3,0.28
"id19236",0.46,0.44,0.1
"id19239",0.48,0.04,0.48
"id19241",0.62,0.1,0.28
"id19245",0.52,0.12,0.36
"id19247",0.7,0.28,0.02
"id19252",0.48,0.24,0.28
"id19255",0.88,0.08,0.04
"id19257",0.82,0.1,0.08
"id19262",0.36,0.14,0.5
"id19264",0.3,0.14,0.56
"id19273",0.14,0.7,0.16
"id19277",0.12,0.28,0.6
"id19278",0.52,0.48,0
"id19279",0.56,0.2,0.24
"id19280",0.82,0.16,0.02
"id19281",0.62,0.18,0.2
"id19282",0.6,0.1,0.3
"id19288",0.78,0.16,0.06
"id19290",0.6,0.36,0.04
"id19301",0.46,0.44,0.1
"id19302",0.34,0.64,0.02
"id19311",0.32,0.32,0.36
"id19314",0.12,0.62,0.26
"id19315",0.26,0.1,0.64
"id19321",0.6,0.04,0.36
"id19324",0.48,0.02,0.5
"id19325",0.16,0.74,0.1
"id19330",0.56,0.1,0.34
"id19335",0.38,0.04,0.58
"id19337",0.4,0.52,0.08
"id19345",0.64,0.22,0.14
"id19348",0.4,0.36,0.24
"id19349",0.12,0.78,0.1
"id19351",0.64,0.18,0.18
"id19352",0.24,0.02,0.74
"id19353",0.14,0.7,0.16
"id19360",0.54,0.32,0.14
"id19362",0.24,0.1,0.66
"id19363",0.32,0.04,0.64
"id19382",0.4,0.24,0.36
"id19383",0.52,0.3,0.18
"id19385",0.28,0.5,0.22
"id19389",0.62,0.24,0.14
"id19391",0.54,0.38,0.08
"id19393",0.24,0.32,0.44
"id19394",0.6,0.3,0.1
"id19395",0.22,0.6,0.18
"id19396",0.76,0.14,0.1
"id19397",0.3,0.18,0.52
"id19398",0.58,0.4,0.02
"id19402",0.9,0.08,0.02
"id19405",0.44,0.04,0.52
"id19411",0.46,0.32,0.22
"id19414",0.5,0.28,0.22
"id19418",0.42,0,0.58
"id19422",0.74,0.06,0.2
"id19427",0.28,0.14,0.58
"id19431",0.38,0.34,0.28
"id19433",0.6,0.38,0.02
"id19434",0.34,0.56,0.1
"id19437",0.22,0.28,0.5
"id19438",0.86,0.06,0.08
"id19441",0.36,0.48,0.16
"id19445",0.2,0.56,0.24
"id19446",0.3,0.68,0.02
"id19447",0.34,0.22,0.44
"id19448",0.74,0.1,0.16
"id19450",0.4,0.3,0.3
"id19456",0.42,0.54,0.04
"id19462",0.64,0.08,0.28
"id19463",0.32,0.1,0.58
"id19466",0.52,0.26,0.22
"id19469",0.28,0.68,0.04
"id19471",0.62,0.32,0.06
"id19473",0.78,0.12,0.1
"id19481",0.56,0.36,0.08
"id19483",0.84,0.1,0.06
"id19487",0.5,0.14,0.36
"id19488",0.26,0.22,0.52
"id19491",0.2,0.44,0.36
"id19494",0.46,0.46,0.08
"id19498",0.92,0.06,0.02
"id19503",0.32,0.14,0.54
"id19504",0.62,0.16,0.22
"id19506",0.12,0.4,0.48
"id19508",0.74,0.02,0.24
"id19511",0.66,0,0.34
"id19513",0.4,0.3,0.3
"id19519",0.3,0.08,0.62
"id19520",0.8,0.16,0.04
"id19524",0.58,0.26,0.16
"id19528",0.74,0.24,0.02
"id19533",0.32,0.3,0.38
"id19534",0.78,0,0.22
"id19537",0.12,0.8,0.08
"id19539",0.26,0.26,0.48
"id19541",0.74,0.18,0.08
"id19547",0.1,0.56,0.34
"id19549",0.6,0.34,0.06
"id19551",0.74,0.1,0.16
"id19554",0.26,0.44,0.3
"id19562",1,0,0
"id19567",0.54,0.44,0.02
"id19568",0.7,0.22,0.08
"id19573",0.92,0,0.08
"id19578",0.8,0.06,0.14
"id19587",0.18,0.28,0.54
"id19589",0.46,0.32,0.22
"id19591",0.38,0.4,0.22
"id19593",0.58,0.02,0.4
"id19596",0.32,0.3,0.38
"id19600",0.24,0.16,0.6
"id19602",0.2,0.06,0.74
"id19603",0.24,0.52,0.24
"id19606",0.82,0.06,0.12
"id19614",0.62,0.26,0.12
"id19618",0.32,0.32,0.36
"id19620",0.74,0.02,0.24
"id19622",0.56,0.1,0.34
"id19624",0.54,0.42,0.04
"id19630",0.32,0.22,0.46
"id19632",0.38,0.44,0.18
"id19633",0.22,0.3,0.48
